slot_id,zone,slot_type,distance_m,walking_time_min,parking_fee,occupancy,availability,distance_destination_m,traffic_level,weather,ev_charging,reserved,recommended
S046,D,Standard,614,10.49,20,59,1,675,Medium,Clear,0,0,0
S053,C,Standard,649,10.37,30,43,1,327,Medium,Clear,0,0,0
S095,C,Compact,659,10.66,100,53,0,578,Medium,Cloudy,0,0,0
S099,A,Large,931,15.43,30,81,1,135,Low,Cloudy,1,0,0
S060,D,Standard,656,10.7,40,13,1,366,Medium,Rain,0,0,1
S097,D,Standard,975,16.37,10,61,0,742,High,Clear,0,1,0
S063,B,Standard,237,4.1,40,64,0,912,Medium,Clear,0,0,0
S085,B,Compact,937,15.47,100,82,0,364,Low,Clear,0,1,0
S032,D,Standard,305,5.44,30,21,1,274,Medium,Cloudy,0,0,1
S087,B,Standard,634,11.0,60,23,1,1127,Low,Clear,0,0,0
S033,A,Standard,973,15.67,80,44,1,117,High,Cloudy,0,0,0
S067,D,Standard,923,14.95,50,15,1,1070,Medium,Clear,0,0,0
S018,B,Standard,843,14.38,10,56,1,1150,Low,Clear,0,0,0
S025,C,Compact,579,9.91,10,32,1,905,Medium,Clear,0,0,0
S095,D,Standard,725,12.23,60,77,0,1145,Medium,Rain,0,0,0
S054,D,Compact,441,7.35,30,74,1,932,Low,Clear,1,1,0
S058,C,Standard,707,11.75,100,68,1,1178,Low,Rain,0,0,0
S067,A,Standard,517,8.78,40,18,1,1020,Medium,Rain,0,1,0
S046,C,Standard,875,14.64,60,67,1,1168,High,Clear,0,0,0
S024,D,Compact,302,5.43,50,57,1,249,Low,Rain,0,0,1
S032,A,EV,721,11.81,20,72,0,381,Medium,Clear,1,0,0
S047,B,EV,910,15.17,40,18,1,596,Medium,Clear,1,0,0
S086,B,Compact,610,10.43,10,53,1,115,Low,Clear,1,0,1
S023,B,Standard,225,3.8,60,55,1,780,Low,Clear,0,0,1
S066,D,Large,515,8.79,100,24,0,617,Low,Clear,0,0,0
S027,C,Compact,888,15.0,40,97,0,706,High,Clear,0,0,0
S002,A,Standard,626,10.31,20,62,1,453,High,Clear,0,0,0
S090,B,Large,338,5.33,100,57,0,667,Low,Cloudy,0,0,0
S017,A,Standard,99,1.43,80,81,0,645,Medium,Clear,1,0,0
S033,D,Standard,53,1.0,80,51,1,697,High,Clear,0,0,1
S009,B,Standard,680,10.78,50,26,1,195,Medium,Cloudy,0,0,1
S043,D,Standard,901,15.34,80,44,0,810,Low,Cloudy,0,0,0
S048,C,Standard,934,15.0,80,40,1,174,Low,Cloudy,1,0,0
S039,D,Standard,549,9.71,60,13,1,529,Medium,Rain,1,0,1
S093,D,Standard,725,11.92,50,57,0,1051,Medium,Cloudy,0,0,0
S042,C,Standard,272,4.45,20,23,1,761,Medium,Cloudy,0,0,1
S026,A,Compact,919,14.86,20,34,1,764,Medium,Clear,0,0,0
S099,C,Compact,717,12.07,80,55,1,864,Low,Clear,1,0,0
S050,C,Standard,948,15.72,30,57,1,1103,Low,Clear,0,0,0
S025,D,Standard,311,5.2,100,49,1,105,High,Clear,0,0,1
S024,A,Standard,734,12.0,100,59,1,181,High,Cloudy,0,0,0
S013,B,EV,584,9.88,10,16,0,280,Medium,Cloudy,1,0,0
S060,C,Standard,952,15.62,30,69,1,444,Low,Cloudy,0,1,0
S007,A,Standard,425,7.11,40,44,1,1031,Medium,Clear,0,0,0
S057,C,Standard,110,1.97,20,72,1,1012,Medium,Clear,0,0,1
S036,C,Compact,405,7.19,30,29,1,982,Medium,Cloudy,1,0,1
S045,C,Standard,882,14.94,10,25,0,957,High,Clear,0,0,0
S020,C,Standard,695,11.61,10,31,1,582,Low,Clear,1,0,1
S065,D,Standard,73,1.21,20,45,1,1014,Medium,Rain,0,0,1
S008,A,Standard,342,5.79,100,28,1,497,Low,Rain,0,0,1
S016,A,Large,606,10.33,60,11,0,175,Medium,Cloudy,0,0,0
S014,A,Large,740,12.11,100,77,1,604,Medium,Clear,1,0,0
S076,C,Compact,405,7.02,30,16,1,743,Medium,Clear,0,0,1
S087,D,Compact,919,15.04,50,56,1,538,Low,Clear,0,0,0
S015,C,Standard,990,16.64,100,58,1,661,Medium,Cloudy,0,0,0
S092,C,Compact,624,10.56,20,87,1,940,High,Clear,0,0,0
S098,A,Compact,78,1.1,80,52,1,495,Medium,Clear,0,0,1
S066,C,Standard,406,6.3,40,41,1,557,Low,Cloudy,0,0,1
S032,B,Large,414,6.82,30,26,1,506,High,Rain,0,0,1
S087,C,Standard,657,10.16,30,23,1,1035,Low,Cloudy,0,0,0
S063,B,Standard,458,7.58,20,90,1,434,Low,Rain,0,0,1
S086,C,Compact,315,4.88,60,41,1,761,Medium,Rain,0,0,1
S051,D,Compact,340,6.6,30,69,1,978,Low,Clear,0,0,1
S025,D,Compact,616,10.58,30,69,0,1188,Medium,Cloudy,0,0,0
S058,A,Standard,202,3.39,40,61,1,501,Medium,Clear,0,0,1
S063,C,Large,268,4.87,60,75,1,703,Low,Clear,0,0,1
S062,B,Standard,222,3.91,40,13,1,1192,Medium,Clear,0,0,1
S022,B,Standard,657,10.6,50,72,0,1166,Low,Clear,0,0,0
S058,C,EV,684,11.21,40,42,0,570,Medium,Rain,1,0,0
S058,B,Compact,61,1.33,80,10,0,587,Low,Rain,0,0,0
S086,D,Standard,565,9.13,50,73,0,194,Low,Clear,0,1,0
S049,B,Large,411,6.97,40,46,1,1141,Low,Clear,0,0,0
S052,A,Standard,907,15.32,50,87,0,749,Low,Clear,0,1,0
S042,D,Standard,628,10.39,60,79,0,180,Low,Clear,0,0,0
S070,D,Standard,706,11.81,40,16,0,782,Medium,Clear,0,0,0
S015,D,EV,526,9.02,40,33,1,562,Medium,Cloudy,1,0,1
S054,C,Standard,626,10.67,20,77,1,689,Low,Clear,1,0,0
S060,C,Compact,131,2.32,40,64,0,50,Low,Clear,0,0,0
S097,D,Standard,666,11.1,50,98,1,481,Medium,Cloudy,0,0,0
S008,C,Compact,742,12.54,20,12,1,440,Medium,Cloudy,0,0,1
S053,B,Standard,389,5.88,50,32,0,448,Medium,Rain,0,1,0
S060,C,Compact,490,8.61,100,45,1,857,High,Cloudy,1,0,0
S005,C,Standard,666,11.06,40,66,0,444,High,Clear,0,0,0
S068,D,Compact,275,4.36,40,57,1,1001,Low,Cloudy,0,0,1
S006,A,EV,420,7.18,100,22,0,223,Low,Rain,1,0,0
S096,A,Compact,77,1.45,50,70,1,1118,High,Clear,0,0,0
S094,A,Standard,65,1.0,100,95,0,904,Low,Rain,0,0,0
S047,B,EV,326,5.45,60,98,1,588,Medium,Clear,1,0,0
S099,C,Standard,382,6.38,60,33,1,794,High,Cloudy,0,0,0
S055,A,Compact,532,8.86,80,52,0,770,Medium,Clear,1,0,0
S040,D,Large,859,14.8,60,42,1,99,Low,Cloudy,0,1,0
S052,A,Standard,615,10.24,30,87,1,1134,Medium,Clear,0,0,0
S016,A,Standard,337,5.58,20,33,1,292,Low,Clear,0,0,1
S013,C,Standard,163,2.51,20,31,0,646,High,Cloudy,1,0,0
S030,C,Compact,87,1.2,100,61,0,325,Low,Clear,1,0,0
S019,C,Compact,503,8.5,60,96,1,1104,Medium,Rain,0,0,0
S017,B,Standard,931,15.38,100,15,1,57,Medium,Clear,1,1,0
S063,B,Standard,791,13.13,40,28,1,764,Low,Rain,0,1,0
S019,A,Standard,215,3.64,20,85,0,82,Low,Clear,1,1,0
S092,C,Standard,743,12.4,50,99,0,859,Low,Cloudy,1,0,0
S058,A,Standard,254,4.27,40,38,1,977,Medium,Rain,0,0,1
S055,D,Large,927,15.49,20,73,1,911,High,Clear,0,0,0
S090,D,Standard,294,5.09,10,23,1,86,Low,Rain,0,0,1
S090,C,Large,920,16.13,20,90,0,83,Low,Cloudy,0,0,0
S062,C,Compact,382,6.74,60,39,0,504,Medium,Clear,0,0,0
S023,D,Standard,992,16.42,50,80,0,493,Low,Clear,0,0,0
S009,C,Compact,445,7.78,20,30,0,261,Medium,Rain,0,0,0
S012,B,Standard,870,14.18,100,74,0,751,Low,Rain,0,0,0
S001,B,Standard,556,9.1,80,13,1,657,Medium,Cloudy,1,0,0
S058,C,Standard,978,16.51,30,55,1,1031,Low,Clear,0,1,0
S001,D,Standard,973,16.42,60,17,1,410,Low,Clear,0,0,0
S034,A,Standard,170,3.01,80,27,0,353,Medium,Clear,1,0,0
S096,C,Standard,308,4.96,80,69,0,345,Low,Clear,0,0,0
S048,C,Standard,771,12.67,30,54,1,201,High,Clear,0,0,0
S089,A,Standard,459,7.69,40,81,1,649,Medium,Cloudy,1,0,0
S001,C,Standard,359,5.91,100,40,1,260,Low,Clear,0,0,1
S016,A,Standard,857,14.55,30,37,1,281,High,Cloudy,0,0,0
S061,D,Standard,755,12.5,50,73,1,919,Low,Clear,0,0,0
S064,B,Standard,117,1.86,10,46,1,744,Medium,Cloudy,1,0,1
S063,D,EV,163,2.23,10,76,0,416,Medium,Clear,1,0,0
S069,B,Standard,269,4.75,40,88,1,530,Low,Clear,0,0,1
S022,A,Compact,269,4.58,100,77,0,621,High,Cloudy,0,0,0
S093,B,Standard,522,8.01,40,44,1,979,High,Clear,0,0,0
S067,D,EV,779,13.12,100,45,1,1089,Medium,Clear,1,0,0
S076,B,Standard,798,13.18,30,66,1,515,Medium,Cloudy,0,1,0
S026,A,EV,992,16.77,100,79,0,343,High,Clear,1,0,0
S016,B,Compact,435,7.22,80,13,1,220,Medium,Rain,0,1,0
S051,C,Standard,347,5.54,50,58,1,1105,Low,Cloudy,0,0,0
S086,D,Large,979,16.84,30,48,1,312,Medium,Clear,1,0,0
S057,C,Standard,655,11.39,50,27,1,607,High,Clear,0,0,0
S029,A,Standard,302,4.98,100,69,1,238,High,Cloudy,0,0,0
S078,B,Large,454,7.68,50,95,0,835,High,Cloudy,0,0,0
S092,C,EV,541,8.88,10,19,1,632,Low,Cloudy,1,0,1
S069,C,Standard,406,6.25,80,32,0,1051,Medium,Clear,0,0,0
S047,B,Standard,477,8.35,50,77,0,649,Low,Cloudy,0,0,0
S094,B,Large,264,4.16,20,68,1,895,Medium,Rain,0,0,1
S062,D,Compact,429,7.53,50,92,1,391,Medium,Clear,0,0,0
S069,C,Large,819,13.86,100,99,0,1003,Low,Rain,1,0,0
S076,C,Compact,908,15.22,10,16,0,71,Medium,Clear,0,1,0
S016,A,Standard,801,13.34,60,22,0,1147,Low,Clear,0,0,0
S090,D,EV,876,14.81,30,12,1,215,Low,Clear,1,0,1
S090,A,Standard,263,4.1,50,49,0,283,Medium,Clear,0,0,0
S048,C,Standard,147,2.85,20,20,0,690,Medium,Clear,0,0,0
S085,A,Standard,577,9.66,100,89,0,656,Low,Clear,0,0,0
S039,C,Compact,965,16.53,40,93,1,589,Low,Clear,1,0,0
S100,C,Standard,715,11.88,30,60,1,1108,Low,Clear,0,0,0
S033,A,Large,577,9.66,40,96,0,367,Medium,Clear,0,1,0
S094,A,Standard,759,12.73,20,32,1,392,Low,Clear,0,0,1
S023,B,Standard,669,11.32,10,41,0,1028,Medium,Rain,0,0,0
S010,B,Large,584,10.28,60,50,1,686,High,Rain,0,1,0
S069,B,Standard,603,9.92,80,51,1,128,Medium,Cloudy,0,0,0
S100,C,Standard,598,9.93,10,47,0,942,Medium,Clear,1,0,0
S034,A,Standard,377,6.28,60,76,0,622,Medium,Clear,0,0,0
S052,D,EV,951,15.16,80,81,1,498,Low,Clear,1,0,0
S095,C,Standard,214,3.4,30,87,0,331,Low,Clear,0,0,0
S010,D,Standard,165,2.6,50,81,1,724,Medium,Rain,0,0,1
S019,A,Standard,199,4.11,50,84,1,106,High,Rain,0,0,1
S058,C,Standard,567,9.53,100,51,0,240,High,Clear,0,0,0
S096,D,Standard,81,1.5,40,52,1,693,High,Clear,0,0,1
S001,D,Standard,706,11.33,10,42,1,91,High,Cloudy,1,0,0
S069,B,Standard,855,14.23,100,88,1,728,Low,Cloudy,0,0,0
S004,B,EV,962,16.31,50,46,0,551,Low,Clear,1,1,0
S016,B,Standard,342,6.45,100,87,1,839,Medium,Clear,0,0,0
S024,C,Standard,968,15.93,60,99,1,799,Medium,Clear,0,0,0
S080,A,Standard,738,11.76,80,66,1,791,Medium,Clear,0,0,0
S002,A,Standard,226,3.53,50,73,1,214,High,Cloudy,0,0,1
S092,B,Compact,110,1.6,10,73,0,804,Medium,Clear,0,0,0
S032,B,Standard,638,10.4,10,69,1,139,Medium,Clear,0,0,1
S091,B,Standard,465,8.02,20,61,1,1036,Low,Clear,1,0,0
S084,D,Compact,432,7.3,80,81,0,1131,Low,Clear,0,0,0
S024,B,Standard,647,10.44,40,77,1,697,Medium,Cloudy,1,1,0
S012,D,Standard,752,12.96,100,91,0,799,High,Clear,0,0,0
S050,A,Standard,56,1.5,80,36,0,868,Low,Clear,0,0,0
S035,C,Standard,967,15.61,100,68,1,292,Medium,Cloudy,0,0,0
S033,C,Standard,134,2.59,10,28,0,712,High,Clear,0,0,0
S033,C,Standard,823,13.67,80,12,0,907,Low,Clear,0,0,0
S061,C,Compact,447,7.17,20,82,1,268,Low,Clear,0,0,1
S051,D,Large,961,15.58,80,48,1,58,Medium,Clear,0,0,0
S043,D,Standard,820,13.53,10,75,1,479,Medium,Clear,0,0,0
S012,B,Standard,442,7.21,30,82,1,62,High,Clear,0,0,1
S067,D,Standard,96,1.64,60,65,0,956,Low,Cloudy,0,0,0
S065,B,Standard,390,7.14,60,15,1,1019,Medium,Clear,0,0,0
S033,B,Standard,547,8.96,30,37,1,739,Low,Cloudy,0,1,0
S040,C,EV,655,10.49,30,57,1,1140,Medium,Rain,1,0,0
S074,D,Compact,527,8.68,100,57,1,726,Low,Clear,0,0,0
S043,D,EV,475,8.23,100,76,1,233,Medium,Cloudy,1,1,0
S044,B,Large,475,7.84,10,63,0,1054,Medium,Cloudy,0,0,0
S029,B,Standard,785,13.28,100,25,1,257,Medium,Rain,0,0,0
S013,A,Standard,840,14.05,50,44,1,577,Medium,Cloudy,0,0,0
S012,A,Standard,564,9.42,50,84,0,867,Medium,Clear,0,1,0
S095,B,Standard,178,3.44,30,96,0,1052,High,Clear,0,0,0
S046,A,EV,884,14.44,40,39,1,504,Low,Clear,1,0,0
S002,A,Standard,298,4.65,60,57,0,951,Low,Rain,0,0,0
S035,B,Large,790,12.89,20,78,0,293,Medium,Clear,0,0,0
S087,B,Standard,888,14.9,30,17,1,820,Medium,Cloudy,0,0,0
S081,D,Large,180,3.02,60,60,1,287,Low,Cloudy,1,0,1
S090,B,EV,789,13.36,20,19,1,394,Medium,Clear,1,0,0
S008,B,Compact,738,12.28,80,37,1,359,Low,Clear,0,0,0
S093,C,Compact,372,6.14,20,45,1,87,Low,Rain,0,0,1
S026,D,Standard,872,14.63,30,69,1,81,Low,Cloudy,0,0,0
S074,D,Large,949,16.33,50,19,0,341,High,Clear,0,1,0
S090,D,EV,592,9.52,40,23,1,341,High,Clear,1,0,0
S034,C,Large,115,1.64,60,72,1,807,Low,Clear,0,0,1
S007,B,Compact,767,12.8,30,56,0,627,Low,Clear,0,0,0
S068,D,Compact,150,3.11,20,78,0,654,Low,Clear,0,0,0
S058,D,Large,881,14.36,100,65,1,496,Low,Clear,0,0,0
S075,A,Standard,80,1.33,60,15,0,327,High,Clear,0,1,0
S029,D,Large,934,15.3,10,28,0,1043,Low,Clear,0,0,0
S036,B,Standard,240,4.12,80,61,1,581,Low,Clear,1,0,1
S089,B,Standard,627,9.83,100,71,1,1033,Low,Cloudy,0,0,0
S021,A,Standard,464,7.42,10,58,1,651,Low,Rain,0,0,1
S036,D,Standard,864,14.78,60,87,0,611,Medium,Clear,1,0,0
S010,D,Standard,796,13.27,60,20,0,1083,Medium,Clear,1,0,0
S073,D,Standard,839,13.76,20,55,1,640,Low,Cloudy,0,0,0
S024,C,Standard,763,12.7,100,78,0,108,Low,Cloudy,0,0,0
S064,D,Standard,549,9.13,30,54,1,1161,Medium,Clear,0,0,0
S099,B,Standard,911,15.35,100,67,0,508,Medium,Cloudy,1,0,0
S049,B,Compact,786,12.48,50,41,1,153,Low,Clear,0,0,0
S099,C,EV,644,10.42,30,97,1,880,Low,Cloudy,1,0,0
S036,C,Compact,95,1.3,40,19,0,838,Low,Cloudy,0,0,0
S082,D,EV,138,2.49,60,22,1,153,Medium,Cloudy,1,0,1
S096,A,Compact,747,12.45,10,22,0,791,Low,Rain,0,1,0
S024,C,Standard,424,7.5,20,45,0,350,Low,Clear,0,0,0
S023,C,Compact,750,12.75,100,95,1,703,Low,Clear,0,0,0
S062,D,Compact,295,4.81,50,82,0,604,Medium,Clear,0,1,0
S096,D,Standard,607,10.1,80,28,1,677,Low,Clear,0,0,0
S037,C,Standard,306,5.49,30,16,0,1157,Medium,Cloudy,1,0,0
S012,A,Compact,401,7.11,40,24,0,978,Medium,Cloudy,0,0,0
S055,C,Standard,970,16.14,100,90,0,409,Medium,Cloudy,0,1,0
S013,D,Compact,622,10.07,30,55,1,136,Medium,Clear,0,1,0
S023,D,Standard,154,1.94,80,87,1,477,Medium,Cloudy,0,0,1
S089,C,Compact,386,5.8,40,57,0,416,High,Clear,0,0,0
S099,A,Standard,575,9.72,30,75,0,392,Medium,Clear,1,0,0
S030,C,Standard,350,5.97,50,87,1,396,Medium,Cloudy,0,0,1
S017,C,Standard,126,1.9,100,13,1,145,Medium,Clear,0,0,1
S062,D,Compact,560,9.72,50,12,1,933,Medium,Rain,0,0,0
S084,A,Large,279,4.59,20,12,1,535,Low,Clear,0,0,1
S089,B,Large,728,11.96,50,84,1,653,Low,Clear,0,0,0
S086,A,Standard,627,10.8,40,78,0,461,Low,Cloudy,1,0,0
S013,C,Compact,81,1.66,20,37,0,497,Low,Clear,0,0,0
S059,C,Standard,657,10.93,80,32,0,296,Low,Clear,0,0,0
S019,C,Standard,107,1.94,50,39,1,819,Low,Clear,0,0,1
S049,A,Standard,153,2.74,10,71,1,748,High,Clear,0,0,1
S100,D,Compact,361,6.67,100,96,1,470,Low,Clear,0,0,0
S012,C,Standard,695,11.54,80,60,0,173,Medium,Rain,0,0,0
S061,C,Standard,778,12.61,40,50,1,990,High,Rain,0,0,0
S019,A,Compact,116,2.12,80,95,1,926,Medium,Clear,0,0,0
S076,B,Compact,739,12.34,100,73,1,1184,Medium,Clear,0,0,0
S009,B,Standard,423,7.08,80,52,0,62,Medium,Cloudy,1,0,0
S071,D,Standard,808,13.46,20,85,1,849,Low,Cloudy,0,1,0
S028,D,Standard,855,13.77,40,100,0,1096,Low,Rain,0,0,0
S078,C,Standard,284,4.81,20,67,1,994,High,Cloudy,0,0,0
S095,A,Compact,692,11.43,100,68,1,249,Low,Rain,1,0,0
S052,C,Standard,161,2.59,100,49,0,352,High,Rain,0,0,0
S083,D,Compact,438,7.18,40,55,1,787,Low,Rain,1,0,1
S016,A,Large,457,7.6,10,71,0,225,Medium,Clear,0,0,0
S069,A,Standard,103,1.79,100,58,1,1102,Medium,Clear,0,0,0
S099,D,EV,851,14.17,80,88,0,726,High,Cloudy,1,0,0
S012,B,Standard,288,5.15,50,32,1,584,Low,Clear,0,0,1
S025,B,Standard,801,13.58,30,53,1,526,High,Clear,0,0,0
S052,A,Standard,344,5.71,80,53,0,432,Medium,Rain,0,0,0
S085,C,Standard,161,2.37,30,28,1,605,Medium,Clear,0,0,1
S100,B,Standard,137,2.46,30,53,1,383,Medium,Clear,0,0,1
S053,C,Standard,789,13.06,80,20,0,1179,Low,Clear,0,0,0
S023,B,Large,525,8.7,20,69,1,947,Medium,Clear,0,0,0
S016,B,EV,353,5.49,50,47,1,980,Low,Cloudy,1,1,0
S057,C,Compact,354,6.02,80,12,1,734,Low,Rain,0,0,1
S039,D,Standard,339,6.43,60,25,1,610,Medium,Cloudy,0,0,1
S053,B,Compact,257,4.13,20,18,1,172,High,Clear,0,0,1
S042,B,Compact,917,15.47,80,50,1,1108,Medium,Clear,1,1,0
S058,C,Large,952,16.24,100,47,1,667,Medium,Clear,0,0,0
S039,D,Large,835,13.76,80,78,1,1037,Medium,Clear,0,1,0
S014,B,Large,631,9.79,20,74,0,889,High,Cloudy,0,0,0
S095,B,Standard,419,7.19,80,44,1,465,High,Clear,0,1,0
S005,D,Compact,269,4.51,20,44,1,757,Medium,Clear,0,0,1
S035,B,Standard,280,4.76,80,85,1,686,Low,Clear,0,0,0
S087,D,EV,851,14.2,60,94,1,396,Low,Clear,1,0,0
S093,D,Standard,868,14.81,80,57,0,86,Low,Cloudy,1,0,0
S075,C,Standard,922,15.34,100,17,1,561,High,Clear,0,1,0
S018,A,Standard,398,7.28,100,36,1,898,High,Clear,1,0,0
S076,D,Large,304,5.28,20,18,1,584,Medium,Clear,0,0,1
S009,C,Standard,501,8.65,100,39,0,959,High,Clear,0,0,0
S074,A,Standard,191,3.19,100,23,0,822,Low,Clear,0,0,0
S058,B,EV,118,2.06,50,32,1,713,Medium,Cloudy,1,0,1
S017,A,EV,138,1.79,80,38,1,1091,Medium,Cloudy,1,0,1
S007,D,Standard,920,15.16,30,35,0,76,Medium,Clear,0,0,0
S046,D,Standard,185,3.41,100,95,0,585,Medium,Clear,1,0,0
S013,D,Large,704,11.71,40,24,1,1102,Low,Rain,0,0,0
S040,D,EV,900,14.66,20,82,0,1057,Medium,Cloudy,1,1,0
S042,D,Standard,748,12.26,80,99,0,707,Medium,Clear,0,0,0
S009,C,Compact,572,9.33,50,90,1,689,High,Clear,0,0,0
S050,D,Standard,709,11.8,10,82,1,1190,Medium,Clear,0,0,0
S027,C,Large,1000,16.42,40,76,0,91,Low,Cloudy,0,0,0
S066,B,Compact,853,14.64,20,25,1,1198,Medium,Rain,1,0,0
S005,D,Standard,899,15.05,20,22,0,262,Low,Cloudy,0,0,0
S029,D,Standard,959,15.56,80,99,0,885,Low,Clear,0,0,0
S037,A,EV,491,8.64,40,90,0,751,Medium,Cloudy,1,0,0
S038,B,Compact,87,1.44,40,33,1,129,Low,Rain,0,0,1
S083,D,Standard,906,15.25,20,71,0,1004,Medium,Clear,0,0,0
S008,D,Compact,257,4.38,50,66,1,951,Low,Rain,1,0,1
S065,B,Compact,259,4.44,10,45,0,1168,Low,Cloudy,0,0,0
S086,C,Standard,562,9.26,80,69,0,473,Medium,Clear,0,0,0
S017,D,Compact,409,6.92,100,95,0,968,Low,Clear,0,0,0
S071,A,Compact,626,10.39,100,82,1,565,Low,Clear,0,0,0
S089,D,EV,50,1.0,50,31,1,214,Low,Cloudy,1,0,1
S045,A,Standard,804,13.34,100,93,1,1046,Low,Cloudy,1,0,0
S004,A,Standard,430,7.08,100,12,1,1042,Low,Clear,0,0,0
S036,D,Standard,877,14.18,60,45,0,942,Low,Clear,0,1,0
S070,D,Compact,586,9.77,30,91,1,1065,Medium,Rain,0,0,0
S031,A,Compact,908,15.2,30,45,0,1115,Low,Clear,0,0,0
S019,B,Large,443,7.94,30,19,1,790,Low,Clear,0,0,1
S061,B,Compact,99,1.79,20,30,0,804,Medium,Clear,0,0,0
S054,D,Standard,445,7.2,80,98,0,465,Low,Clear,0,1,0
S039,C,EV,909,14.85,80,58,1,1128,Medium,Rain,1,0,0
S091,B,Standard,802,13.45,10,18,1,385,Low,Clear,1,0,1
S074,D,Large,81,1.13,10,100,1,930,High,Clear,0,0,1
S090,B,Standard,594,9.73,80,88,1,1021,Low,Cloudy,0,0,0
S019,C,Compact,761,12.46,60,61,1,734,Medium,Cloudy,0,0,0
S039,D,Compact,283,4.62,20,57,0,790,Low,Clear,0,0,0
S067,C,Compact,75,1.47,20,69,1,79,Medium,Clear,0,0,1
S045,D,Standard,603,9.45,100,59,1,624,Medium,Clear,0,0,0
S013,C,Standard,483,8.44,100,48,1,270,Low,Rain,1,1,0
S092,B,Compact,110,1.77,20,25,0,876,Low,Cloudy,0,0,0
S058,B,Large,602,9.84,10,37,1,643,High,Rain,0,0,0
S020,C,Standard,490,8.43,100,15,0,803,High,Clear,1,0,0
S092,C,EV,179,2.92,20,70,1,1112,Medium,Clear,1,0,1
S072,C,Standard,916,14.95,40,15,1,1070,High,Cloudy,0,0,0
S061,D,Standard,403,6.26,100,75,1,541,Low,Clear,0,0,0
S039,B,Large,247,4.33,40,49,1,487,Medium,Cloudy,0,0,1
S001,D,Compact,848,14.36,40,80,1,528,Low,Clear,0,0,0
S003,B,EV,712,11.74,20,100,0,832,Medium,Clear,1,0,0
S077,A,Compact,765,13.15,40,71,1,998,Medium,Cloudy,0,0,0
S092,D,Standard,743,12.39,80,37,1,1057,Low,Clear,0,1,0
S062,B,Standard,420,7.4,60,89,1,121,Medium,Cloudy,0,0,1
S063,B,Standard,973,15.93,20,56,1,631,Medium,Rain,0,0,0
S025,D,Standard,768,12.48,60,18,1,269,Medium,Cloudy,1,0,0
S056,D,Compact,196,3.11,40,61,0,1077,High,Clear,0,0,0
S033,B,Standard,765,12.63,20,24,1,1052,High,Cloudy,0,0,0
S038,D,Standard,547,9.46,50,43,0,339,Low,Clear,0,0,0
S006,C,Standard,97,1.7,30,29,1,429,Medium,Clear,0,0,1
S058,D,Standard,819,13.42,50,87,1,853,Medium,Clear,0,0,0
S044,D,Standard,700,11.67,30,69,0,792,Low,Cloudy,0,0,0
S045,D,Large,221,3.55,30,67,1,129,High,Cloudy,0,0,1
S032,B,Large,662,10.79,40,84,1,115,Low,Rain,0,0,1
S045,C,Compact,748,12.44,30,76,1,185,Low,Rain,0,0,0
S061,A,Large,945,15.69,30,11,0,448,Low,Rain,0,0,0
S047,A,Standard,364,5.84,50,59,0,396,Low,Clear,0,0,0
S021,C,Large,425,6.85,30,23,1,108,Low,Clear,0,0,1
S080,C,Standard,855,14.49,20,65,0,827,Medium,Clear,0,1,0
S085,C,Standard,970,16.29,60,78,1,568,Medium,Cloudy,1,0,0
S075,B,Compact,924,15.68,80,53,1,763,Medium,Clear,0,0,0
S036,A,Standard,582,9.61,60,55,0,1026,Low,Cloudy,0,0,0
S099,C,Compact,859,13.99,100,15,1,128,Medium,Rain,0,0,0
S019,B,Standard,469,7.64,20,17,1,164,Low,Clear,0,0,1
S020,A,Large,954,16.21,100,48,1,1035,Low,Clear,0,0,0
S057,D,Standard,445,6.94,80,53,1,175,Low,Clear,0,1,0
S018,B,Standard,571,9.95,100,36,1,622,Low,Rain,0,0,0
S047,A,Compact,236,3.6,40,25,0,1014,Low,Clear,0,0,0
S049,B,Standard,694,11.8,80,100,1,549,Medium,Rain,1,0,0
S014,A,Standard,82,1.06,80,48,0,878,Low,Rain,0,0,0
S015,A,Standard,118,1.79,100,10,1,1175,Low,Clear,0,0,1
S031,D,Compact,641,10.07,50,60,1,675,Medium,Rain,0,0,0
S001,B,Compact,240,4.56,80,72,1,501,High,Clear,0,0,0
S054,C,Standard,150,2.67,80,42,1,1165,High,Clear,0,1,0
S003,D,EV,534,9.09,10,59,0,434,High,Clear,1,0,0
S016,D,Large,334,5.42,60,63,1,412,High,Rain,0,0,0
S087,A,Compact,963,15.77,50,36,0,547,Medium,Clear,0,0,0
S057,C,Compact,782,13.27,60,90,0,586,High,Clear,0,0,0
S075,B,Standard,439,6.96,10,88,0,65,Medium,Cloudy,0,0,0
S012,C,Compact,614,10.18,100,95,1,1030,Low,Clear,1,0,0
S074,C,Standard,209,3.11,30,28,1,669,Low,Clear,0,0,1
S096,C,Standard,941,15.72,10,37,1,349,Medium,Rain,0,0,0
S016,C,EV,603,9.47,30,32,1,388,High,Clear,1,1,0
S072,C,Compact,96,1.16,60,73,1,352,Low,Clear,1,0,1
S076,A,Standard,208,3.21,100,48,1,641,Low,Clear,0,0,1
S024,A,Standard,495,8.43,80,58,1,125,Medium,Cloudy,0,0,0
S028,D,Compact,745,12.26,50,68,1,963,Medium,Clear,0,0,0
S008,A,Standard,807,13.75,50,29,0,829,High,Clear,0,0,0
S092,D,Standard,572,9.98,40,70,0,970,High,Rain,0,1,0
